Year,stat_group,stat_var,stat_label,row_group,row_var,row_label,rowLevels,col_group,col_var,col_label,colLevels,adult_child,value,se,value_rd,se_rd,asterisk,Percent,sample_size,caption
2021,Population,totPOP,Number of people,Demographics,sex,Sex,Female,Quality of Care,respect,How often doctor showed respect,Usually,Adults,28473.904941732002,1446.99743832286,28474,1447,,FALSE,6217,"How often doctor showed respect, among adults with a doctor's visit, number of people in thousands (standard errors), by sex, United States"
2021,Population,totPOP,Number of people,Demographics,sex,Sex,Male,Quality of Care,respect,How often doctor showed respect,Sometimes/Never,Adults,5036.439686881,377.502244873706,5036,378,,FALSE,4349,"How often doctor showed respect, among adults with a doctor's visit, number of people in thousands (standard errors), by sex, United States"
2021,Population,totPOP,Number of people,Demographics,sex,Sex,Female,Quality of Care,respect,How often doctor showed respect,Sometimes/Never,Adults,6823.341551343,486.4833664929,6823,486,,FALSE,6217,"How often doctor showed respect, among adults with a doctor's visit, number of people in thousands (standard errors), by sex, United States"
2021,Population,totPOP,Number of people,Demographics,sex,Sex,Male,Quality of Care,respect,How often doctor showed respect,Don't know/Non-response,Adults,835.909814063,157.87923517067,836,158,,FALSE,4349,"How often doctor showed respect, among adults with a doctor's visit, number of people in thousands (standard errors), by sex, United States"
2021,Population,totPOP,Number of people,Demographics,sex,Sex,Female,Quality of Care,respect,How often doctor showed respect,Don't know/Non-response,Adults,841.390933025,120.082728978295,841,120,,FALSE,6217,"How often doctor showed respect, among adults with a doctor's visit, number of people in thousands (standard errors), by sex, United States"
2021,Population,totPOP,Number of people,Demographics,sex,Sex,Male,Quality of Care,respect,How often doctor showed respect,Always,Children,20491.747894809,1141.4051939574101,20492,1141,,FALSE,1662,"How often doctor showed respect, among children with a doctor's visit, number of people in thousands (standard errors), by sex, United States"
2021,Population,totPOP,Number of people,Demographics,sex,Sex,Female,Quality of Care,respect,How often doctor showed respect,Always,Children,20727.530968576,1220.7284920032298,20728,1221,,FALSE,1563,"How often doctor showed respect, among children with a doctor's visit, number of people in thousands (standard errors), by sex, United States"
2021,Population,totPOP,Number of people,Demographics,sex,Sex,Male,Quality of Care,respect,How often doctor showed respect,Usually,Children,2356.5456415729996,296.432380578527,2357,296,,FALSE,1662,"How often doctor showed respect, among children with a doctor's visit, number of people in thousands (standard errors), by sex, United States"
2021,Population,totPOP,Number of people,Demographics,sex,Sex,Female,Quality of Care,respect,How often doctor showed respect,Usually,Children,2012.952629842,236.65689389004402,2013,237,,FALSE,1563,"How often doctor showed respect, among children with a doctor's visit, number of people in thousands (standard errors), by sex, United States"
2021,Population,totPOP,Number of people,Demographics,sex,Sex,Male,Quality of Care,respect,How often doctor showed respect,Sometimes/Never,Children,548.5466729340001,116.321561397409,549,116,,FALSE,1662,"How often doctor showed respect, among children with a doctor's visit, number of people in thousands (standard errors), by sex, United States"
2021,Population,totPOP,Number of people,Demographics,sex,Sex,Female,Quality of Care,respect,How often doctor showed respect,Sometimes/Never,Children,573.756240089,116.84077859082599,574,117,,FALSE,1563,"How often doctor showed respect, among children with a doctor's visit, number of people in thousands (standard errors), by sex, United States"
2021,Population,totPOP,Number of people,Demographics,sex,Sex,Male,Quality of Care,respect,How often doctor showed respect,Don't know/Non-response,Children,140.26474934400002,54.874479625011105,140,55,*,FALSE,1662,"How often doctor showed respect, among children with a doctor's visit, number of people in thousands (standard errors), by sex, United States"
2021,Population,totPOP,Number of people,Demographics,sex,Sex,Female,Quality of Care,respect,How often doctor showed respect,Don't know/Non-response,Children,,,,,,FALSE,1563,"How often doctor showed respect, among children with a doctor's visit, number of people in thousands (standard errors), by sex, United States"
2021,Population,totPOP,Number of people,Demographics,sex,Sex,All persons,Quality of Care,respect,How often doctor showed respect,Always,Adults,106435.194701289,4455.657822639349,106435,4456,,FALSE,10566,"How often doctor showed respect, among adults with a doctor's visit, number of people in thousands (standard errors), by sex, United States"
2021,Population,totPOP,Number of people,Demographics,sex,Sex,All persons,Quality of Care,respect,How often doctor showed respect,Usually,Adults,48658.720728958004,2260.26113507846,48659,2260,,FALSE,10566,"How often doctor showed respect, among adults with a doctor's visit, number of people in thousands (standard errors), by sex, United States"
2021,Population,totPOP,Number of people,Demographics,sex,Sex,All persons,Quality of Care,respect,How often doctor showed respect,Sometimes/Never,Adults,11859.781238223999,689.363361518124,11860,689,,FALSE,10566,"How often doctor showed respect, among adults with a doctor's visit, number of people in thousands (standard errors), by sex, United States"
2021,Population,totPOP,Number of people,Demographics,sex,Sex,All persons,Quality of Care,respect,How often doctor showed respect,Don't know/Non-response,Adults,1677.300747088,201.595800222689,1677,202,,FALSE,10566,"How often doctor showed respect, among adults with a doctor's visit, number of people in thousands (standard errors), by sex, United States"
2021,Population,totPOP,Number of people,Demographics,sex,Sex,All persons,Quality of Care,respect,How often doctor showed respect,Always,Children,41219.278863385,2150.52854835709,41219,2151,,FALSE,3225,"How often doctor showed respect, among children with a doctor's visit, number of people in thousands (standard errors), by sex, United States"
2021,Population,totPOP,Number of people,Demographics,sex,Sex,All persons,Quality of Care,respect,How often doctor showed respect,Usually,Children,4369.498271415,431.00562025624197,4369,431,,FALSE,3225,"How often doctor showed respect, among children with a doctor's visit, number of people in thousands (standard errors), by sex, United States"
2021,Population,totPOP,Number of people,Demographics,sex,Sex,All persons,Quality of Care,respect,How often doctor showed respect,Sometimes/Never,Children,1122.302913023,183.07249475083702,1122,183,,FALSE,3225,"How often doctor showed respect, among children with a doctor's visit, number of people in thousands (standard errors), by sex, United States"
2021,Population,totPOP,Number of people,Demographics,sex,Sex,All persons,Quality of Care,respect,How often doctor showed respect,Don't know/Non-response,Children,173.009224874,58.4295707698509,173,58,*,FALSE,3225,"How often doctor showed respect, among children with a doctor's visit, number of people in thousands (standard errors), by sex, United States"
2021,Population,totPOP,Number of people,Demographics,sex,Sex,Male,Quality of Care,time,How often doctor spent enough time,Always,Adults,37753.402916768,1813.39477830587,37753,1813,,FALSE,4349,"How often doctor spent enough time, among adults with a doctor's visit, number of people in thousands (standard errors), by sex, United States"
2021,Population,totPOP,Number of people,Demographics,sex,Sex,Female,Quality of Care,time,How often doctor spent enough time,Always,Adults,47997.050117881,2026.29368162007,47997,2026,,FALSE,6217,"How often doctor spent enough time, among adults with a doctor's visit, number of people in thousands (standard errors), by sex, United States"
2021,Population,totPOP,Number of people,Demographics,sex,Sex,Male,Quality of Care,time,How often doctor spent enough time,Usually,Adults,26294.503632285,1340.0011385975401,26295,1340,,FALSE,4349,"How often doctor spent enough time, among adults with a doctor's visit, number of people in thousands (standard errors), by sex, United States"
2021,Population,totPOP,Number of people,Demographics,sex,Sex,Female,Quality of Care,time,How often doctor spent enough time,Usually,Adults,34729.830181639,1617.00221201571,34730,1617,,FALSE,6217,"How often doctor spent enough time, among adults with a doctor's visit, number of people in thousands (standard errors), by sex, United States"
2021,Population,totPOP,Number of people,Demographics,sex,Sex,Male,Quality of Care,time,How often doctor spent enough time,Sometimes/Never,Adults,8588.484227716,571.185325780452,8588,571,,FALSE,4349,"How often doctor spent enough time, among adults with a doctor's visit, number of people in thousands (standard errors), by sex, United States"
2021,Population,totPOP,Number of people,Demographics,sex,Sex,Female,Quality of Care,time,How often doctor spent enough time,Sometimes/Never,Adults,11324.9986212,687.768442655871,11325,688,,FALSE,6217,"How often doctor spent enough time, among adults with a doctor's visit, number of people in thousands (standard errors), by sex, United States"
2021,Population,totPOP,Number of people,Demographics,sex,Sex,Male,Quality of Care,time,How often doctor spent enough time,Don't know/Non-response,Adults,936.908282918,181.480408758597,937,181,,FALSE,4349,"How often doctor spent enough time, among adults with a doctor's visit, number of people in thousands (standard errors), by sex, United States"
2021,Population,totPOP,Number of people,Demographics,sex,Sex,Female,Quality of Care,time,How often doctor spent enough time,Don't know/Non-response,Adults,1005.8194351520001,152.21950862097302,1006,152,,FALSE,6217,"How often doctor spent enough time, among adults with a doctor's visit, number of people in thousands (standard errors), by sex, United States"
2021,Population,totPOP,Number of people,Demographics,sex,Sex,Male,Quality of Care,time,How often doctor spent enough time,Always,Children,19460.466902082,1118.22732427709,19460,1118,,FALSE,1662,"How often doctor spent enough time, among children with a doctor's visit, number of people in thousands (standard errors), by sex, United States"
2021,Population,totPOP,Number of people,Demographics,sex,Sex,Female,Quality of Care,time,How often doctor spent enough time,Always,Children,19671.926658762,1194.8421014109601,19672,1195,,FALSE,1563,"How often doctor spent enough time, among children with a doctor's visit, number of people in thousands (standard errors), by sex, United States"
2021,Population,totPOP,Number of people,Demographics,sex,Sex,Male,Quality of Care,time,How often doctor spent enough time,Usually,Children,2975.157418958,316.425537764742,2975,316,,FALSE,1662,"How often doctor spent enough time, among children with a doctor's visit, number of people in thousands (standard errors), by sex, United States"
2021,Population,totPOP,Number of people,Demographics,sex,Sex,Female,Quality of Care,time,How often doctor spent enough time,Usually,Children,2828.504406944,259.617827860269,2829,260,,FALSE,1563,"How often doctor spent enough time, among children with a doctor's visit, number of people in thousands (standard errors), by sex, United States"
2021,Population,totPOP,Number of people,Demographics,sex,Sex,Male,Quality of Care,time,How often doctor spent enough time,Sometimes/Never,Children,941.422013784,160.328160402056,941,160,,FALSE,1662,"How often doctor spent enough time, among children with a doctor's visit, number of people in thousands (standard errors), by sex, United States"
2021,Population,totPOP,Number of people,Demographics,sex,Sex,Female,Quality of Care,time,How often doctor spent enough time,Sometimes/Never,Children,717.999951388,134.654647209529,718,135,,FALSE,1563,"How often doctor spent enough time, among children with a doctor's visit, number of people in thousands (standard errors), by sex, United States"
2021,Population,totPOP,Number of people,Demographics,sex,Sex,Male,Quality of Care,time,How often doctor spent enough time,Don't know/Non-response,Children,160.058623836,58.3352893326228,160,58,*,FALSE,1662,"How often doctor spent enough time, among children with a doctor's visit, number of people in thousands (standard errors), by sex, United States"
2021,Population,totPOP,Number of people,Demographics,sex,Sex,Female,Quality of Care,time,How often doctor spent enough time,Don't know/Non-response,Children,128.553296943,56.5911746343236,129,57,*,FALSE,1563,"How often doctor spent enough time, among children with a doctor's visit, number of people in thousands (standard errors), by sex, United States"
2021,Population,totPOP,Number of people,Demographics,sex,Sex,All persons,Quality of Care,time,How often doctor spent enough time,Always,Adults,85750.453034649,3626.53969171942,85750,3627,,FALSE,10566,"How often doctor spent enough time, among adults with a doctor's visit, number of people in thousands (standard errors), by sex, United States"
2021,Population,totPOP,Number of people,Demographics,sex,Sex,All persons,Quality of Care,time,How often doctor spent enough time,Usually,Adults,61024.333813924,2732.83561632253,61024,2733,,FALSE,10566,"How often doctor spent enough time, among adults with a doctor's visit, number of people in thousands (standard errors), by sex, United States"
2021,Population,totPOP,Number of people,Demographics,sex,Sex,All persons,Quality of Care,time,How often doctor spent enough time,Sometimes/Never,Adults,19913.482848916003,1075.8198821183598,19913,1076,,FALSE,10566,"How often doctor spent enough time, among adults with a doctor's visit, number of people in thousands (standard errors), by sex, United States"
2021,Population,totPOP,Number of people,Demographics,sex,Sex,All persons,Quality of Care,time,How often doctor spent enough time,Don't know/Non-response,Adults,1942.72771807,238.452568617847,1943,238,,FALSE,10566,"How often doctor spent enough time, among adults with a doctor's visit, number of people in thousands (standard errors), by sex, United States"
2021,Population,totPOP,Number of people,Demographics,sex,Sex,All persons,Quality of Care,time,How often doctor spent enough time,Always,Children,39132.39356084399,2124.65844833887,39132,2125,,FALSE,3225,"How often doctor spent enough time, among children with a doctor's visit, number of people in thousands (standard errors), by sex, United States"
2021,Population,totPOP,Number of people,Demographics,sex,Sex,All persons,Quality of Care,time,How often doctor spent enough time,Usually,Children,5803.661825902,448.942948877823,5804,449,,FALSE,3225,"How often doctor spent enough time, among children with a doctor's visit, number of people in thousands (standard errors), by sex, United States"
2021,Population,totPOP,Number of people,Demographics,sex,Sex,All persons,Quality of Care,time,How often doctor spent enough time,Sometimes/Never,Children,1659.421965172,228.591220821191,1659,229,,FALSE,3225,"How often doctor spent enough time, among children with a doctor's visit, number of people in thousands (standard errors), by sex, United States"
2021,Population,totPOP,Number of people,Demographics,sex,Sex,All persons,Quality of Care,time,How often doctor spent enough time,Don't know/Non-response,Children,288.611920779,83.21768001817959,289,83,,FALSE,3225,"How often doctor spent enough time, among children with a doctor's visit, number of people in thousands (standard errors), by sex, United States"
2021,Population,totPOP,Number of people,Demographics,sex,Sex,Male,Quality of Care,rating,Rating for care,0-6 rating,Adults,9521.620283037,638.162967479067,9522,638,,FALSE,4349,"Rating for care, among adults with a doctor's visit, number of people in thousands (standard errors), by sex, United States"
2021,Population,totPOP,Number of people,Demographics,sex,Sex,Female,Quality of Care,rating,Rating for care,0-6 rating,Adults,11568.824145336,644.855369596343,11569,645,,FALSE,6217,"Rating for care, among adults with a doctor's visit, number of people in thousands (standard errors), by sex, United States"
2021,Population,totPOP,Number of people,Demographics,sex,Sex,Male,Quality of Care,rating,Rating for care,7-8 rating,Adults,27843.753443642003,1369.76921381631,27844,1370,,FALSE,4349,"Rating for care, among adults with a doctor's visit, number of people in thousands (standard errors), by sex, United States"
2021,Population,totPOP,Number of people,Demographics,sex,Sex,Female,Quality of Care,rating,Rating for care,7-8 rating,Adults,34365.918859247,1575.45833989114,34366,1575,,FALSE,6217,"Rating for care, among adults with a doctor's visit, number of people in thousands (standard errors), by sex, United States"
2021,Population,totPOP,Number of people,Demographics,sex,Sex,Male,Quality of Care,rating,Rating for care,9-10 rating,Adults,36153.951950597,1856.04480129373,36154,1856,,FALSE,4349,"Rating for care, among adults with a doctor's visit, number of people in thousands (standard errors), by sex, United States"
2021,Population,totPOP,Number of people,Demographics,sex,Sex,Female,Quality of Care,rating,Rating for care,9-10 rating,Adults,48843.94544459401,2118.02796012733,48844,2118,,FALSE,6217,"Rating for care, among adults with a doctor's visit, number of people in thousands (standard errors), by sex, United States"
2021,Population,totPOP,Number of people,Demographics,sex,Sex,Male,Quality of Care,rating,Rating for care,Don't know/Non-response,Adults,53.973382410999996,26.4096412474853,54,26,*,FALSE,4349,"Rating for care, among adults with a doctor's visit, number of people in thousands (standard errors), by sex, United States"
2021,Population,totPOP,Number of people,Demographics,sex,Sex,Female,Quality of Care,rating,Rating for care,Don't know/Non-response,Adults,279.00990669500004,71.4986536553018,279,71,,FALSE,6217,"Rating for care, among adults with a doctor's visit, number of people in thousands (standard errors), by sex, United States"
2021,Population,totPOP,Number of people,Demographics,sex,Sex,Male,Quality of Care,rating,Rating for care,0-6 rating,Children,870.836874898,162.187240808963,871,162,,FALSE,1662,"Rating for care, among children with a doctor's visit, number of people in thousands (standard errors), by sex, United States"
2021,Population,totPOP,Number of people,Demographics,sex,Sex,Female,Quality of Care,rating,Rating for care,0-6 rating,Children,1301.845163568,218.765997851915,1302,219,,FALSE,1563,"Rating for care, among children with a doctor's visit, number of people in thousands (standard errors), by sex, United States"
2021,Population,totPOP,Number of people,Demographics,sex,Sex,Male,Quality of Care,rating,Rating for care,7-8 rating,Children,4730.98409894,381.94981953643,4731,382,,FALSE,1662,"Rating for care, among children with a doctor's visit, number of people in thousands (standard errors), by sex, United States"
2021,Population,totPOP,Number of people,Demographics,sex,Sex,Female,Quality of Care,rating,Rating for care,7-8 rating,Children,4661.994577994,499.879336744436,4662,500,,FALSE,1563,"Rating for care, among children with a doctor's visit, number of people in thousands (standard errors), by sex, United States"
2021,Population,totPOP,Number of people,Demographics,sex,Sex,Male,Quality of Care,rating,Rating for care,9-10 rating,Children,17873.188631406003,1029.30740991523,17873,1029,,FALSE,1662,"Rating for care, among children with a doctor's visit, number of people in thousands (standard errors), by sex, United States"
2021,Population,totPOP,Number of people,Demographics,sex,Sex,Female,Quality of Care,rating,Rating for care,9-10 rating,Children,17368.576203613004,1056.60881488716,17369,1057,,FALSE,1563,"Rating for care, among children with a doctor's visit, number of people in thousands (standard errors), by sex, United States"
2021,Population,totPOP,Number of people,Demographics,sex,Sex,Male,Quality of Care,rating,Rating for care,Don't know/Non-response,Children,62.095353415999995,30.636310322486597,62,31,*,FALSE,1662,"Rating for care, among children with a doctor's visit, number of people in thousands (standard errors), by sex, United States"
2021,Population,totPOP,Number of people,Demographics,sex,Sex,Female,Quality of Care,rating,Rating for care,Don't know/Non-response,Children,,,,,,FALSE,1563,"Rating for care, among children with a doctor's visit, number of people in thousands (standard errors), by sex, United States"
2021,Population,totPOP,Number of people,Demographics,sex,Sex,All persons,Quality of Care,rating,Rating for care,0-6 rating,Adults,21090.444428373,1069.44298240526,21090,1069,,FALSE,10566,"Rating for care, among adults with a doctor's visit, number of people in thousands (standard errors), by sex, United States"
2021,Population,totPOP,Number of people,Demographics,sex,Sex,All persons,Quality of Care,rating,Rating for care,7-8 rating,Adults,62209.672302889,2699.82532461276,62210,2700,,FALSE,10566,"Rating for care, among adults with a doctor's visit, number of people in thousands (standard errors), by sex, United States"
2021,Population,totPOP,Number of people,Demographics,sex,Sex,All persons,Quality of Care,rating,Rating for care,9-10 rating,Adults,84997.897395191,3785.36959033401,84998,3785,,FALSE,10566,"Rating for care, among adults with a doctor's visit, number of people in thousands (standard errors), by sex, United States"
2021,Population,totPOP,Number of people,Demographics,sex,Sex,All persons,Quality of Care,rating,Rating for care,Don't know/Non-response,Adults,332.983289106,80.0894066772679,333,80,,FALSE,10566,"Rating for care, among adults with a doctor's visit, number of people in thousands (standard errors), by sex, United States"
2021,Population,totPOP,Number of people,Demographics,sex,Sex,All persons,Quality of Care,rating,Rating for care,0-6 rating,Children,2172.682038466,331.76882078814305,2173,332,,FALSE,3225,"Rating for care, among children with a doctor's visit, number of people in thousands (standard errors), by sex, United States"
2021,Population,totPOP,Number of people,Demographics,sex,Sex,All persons,Quality of Care,rating,Rating for care,7-8 rating,Children,9392.978676934,713.54396978462,9393,714,,FALSE,3225,"Rating for care, among children with a doctor's visit, number of people in thousands (standard errors), by sex, United States"
2021,Population,totPOP,Number of people,Demographics,sex,Sex,All persons,Quality of Care,rating,Rating for care,9-10 rating,Children,35241.764835019,1908.15415290299,35242,1908,,FALSE,3225,"Rating for care, among children with a doctor's visit, number of people in thousands (standard errors), by sex, United States"
2021,Population,totPOP,Number of people,Demographics,sex,Sex,All persons,Quality of Care,rating,Rating for care,Don't know/Non-response,Children,76.663722278,35.6551126413632,77,36,*,FALSE,3225,"Rating for care, among children with a doctor's visit, number of people in thousands (standard errors), by sex, United States"
2021,Population,totPOP,Number of people,Socio-economic status,education,Education,Less than high school,Quality of Care,routine,Ability to schedule a routine appointment,Always,Adults,8559.136433907,635.844340499823,8559,636,,FALSE,1768,"Ability to schedule a routine appointment, among adults, number of people in thousands (standard errors), by education, United States"
2021,Population,totPOP,Number of people,Socio-economic status,education,Education,High school,Quality of Care,routine,Ability to schedule a routine appointment,Always,Adults,21742.787898488998,1258.74350013712,21743,1259,,FALSE,3412,"Ability to schedule a routine appointment, among adults, number of people in thousands (standard errors), by education, United States"
2021,Population,totPOP,Number of people,Socio-economic status,education,Education,Some college,Quality of Care,routine,Ability to schedule a routine appointment,Always,Adults,54693.766077233,2515.5275459203503,54694,2516,,FALSE,7049,"Ability to schedule a routine appointment, among adults, number of people in thousands (standard errors), by education, United States"
2021,Population,totPOP,Number of people,Socio-economic status,education,Education,Less than high school,Quality of Care,routine,Ability to schedule a routine appointment,Usually,Adults,5250.370612413,435.90088560124104,5250,436,,FALSE,1768,"Ability to schedule a routine appointment, among adults, number of people in thousands (standard errors), by education, United States"
2021,Population,totPOP,Number of people,Socio-economic status,education,Education,High school,Quality of Care,routine,Ability to schedule a routine appointment,Usually,Adults,13386.520113205,779.622061557039,13387,780,,FALSE,3412,"Ability to schedule a routine appointment, among adults, number of people in thousands (standard errors), by education, United States"
2021,Population,totPOP,Number of people,Socio-economic status,education,Education,Some college,Quality of Care,routine,Ability to schedule a routine appointment,Usually,Adults,32900.427364019,1727.75651276053,32900,1728,,FALSE,7049,"Ability to schedule a routine appointment, among adults, number of people in thousands (standard errors), by education, United States"
2021,Population,totPOP,Number of people,Socio-economic status,education,Education,Less than high school,Quality of Care,routine,Ability to schedule a routine appointment,Sometimes/Never,Adults,8552.221610691,687.4273955744239,8552,687,,FALSE,1768,"Ability to schedule a routine appointment, among adults, number of people in thousands (standard errors), by education, United States"
2021,Population,totPOP,Number of people,Socio-economic status,education,Education,High school,Quality of Care,routine,Ability to schedule a routine appointment,Sometimes/Never,Adults,14902.116279788,848.391641438175,14902,848,,FALSE,3412,"Ability to schedule a routine appointment, among adults, number of people in thousands (standard errors), by education, United States"
2021,Population,totPOP,Number of people,Socio-economic status,education,Education,Some college,Quality of Care,routine,Ability to schedule a routine appointment,Sometimes/Never,Adults,31250.495545353,1498.53850750592,31250,1499,,FALSE,7049,"Ability to schedule a routine appointment, among adults, number of people in thousands (standard errors), by education, United States"
2021,Population,totPOP,Number of people,Socio-economic status,education,Education,Less than high school,Quality of Care,routine,Ability to schedule a routine appointment,Don't know/Non-response,Adults,444.224588747,90.13712799848301,444,90,,FALSE,1768,"Ability to schedule a routine appointment, among adults, number of people in thousands (standard errors), by education, United States"
2021,Population,totPOP,Number of people,Socio-economic status,education,Education,High school,Quality of Care,routine,Ability to schedule a routine appointment,Don't know/Non-response,Adults,917.9918215929999,165.477482595532,918,165,,FALSE,3412,"Ability to schedule a routine appointment, among adults, number of people in thousands (standard errors), by education, United States"
2021,Population,totPOP,Number of people,Socio-economic status,education,Education,Some college,Quality of Care,routine,Ability to schedule a routine appointment,Don't know/Non-response,Adults,1585.875344609,170.87792222564002,1586,171,,FALSE,7049,"Ability to schedule a routine appointment, among adults, number of people in thousands (standard errors), by education, United States"
2021,Population,totPOP,Number of people,Socio-economic status,education,Education,Inapplicable (age < 18),Quality of Care,routine,Ability to schedule a routine appointment,Always,Children,31181.755275939,1807.22958962804,31182,1807,,FALSE,2592,"Ability to schedule a routine appointment, among children, number of people in thousands (standard errors), by education, United States"
2021,Population,totPOP,Number of people,Socio-economic status,education,Education,Inapplicable (age < 18),Quality of Care,routine,Ability to schedule a routine appointment,Usually,Children,4843.018739638,450.405207199384,4843,450,,FALSE,2592,"Ability to schedule a routine appointment, among children, number of people in thousands (standard errors), by education, United States"
2021,Population,totPOP,Number of people,Socio-economic status,education,Education,Inapplicable (age < 18),Quality of Care,routine,Ability to schedule a routine appointment,Sometimes/Never,Children,2954.139482007,341.804832253896,2954,342,,FALSE,2592,"Ability to schedule a routine appointment, among children, number of people in thousands (standard errors), by education, United States"
2021,Population,totPOP,Number of people,Socio-economic status,education,Education,Inapplicable (age < 18),Quality of Care,routine,Ability to schedule a routine appointment,Don't know/Non-response,Children,79.332032299,35.3371376792469,79,35,*,FALSE,2592,"Ability to schedule a routine appointment, among children, number of people in thousands (standard errors), by education, United States"
2021,Population,totPOP,Number of people,Socio-economic status,education,Education,All persons,Quality of Care,routine,Ability to schedule a routine appointment,Always,Adults,85272.031172787,3719.0990501608203,85272,3719,,FALSE,12281,"Ability to schedule a routine appointment, among adults, number of people in thousands (standard errors), by education, United States"
2021,Population,totPOP,Number of people,Socio-economic status,education,Education,All persons,Quality of Care,routine,Ability to schedule a routine appointment,Usually,Adults,51816.10050683,2316.74692642953,51816,2317,,FALSE,12281,"Ability to schedule a routine appointment, among adults, number of people in thousands (standard errors), by education, United States"
2021,Population,totPOP,Number of people,Socio-economic status,education,Education,All persons,Quality of Care,routine,Ability to schedule a routine appointment,Sometimes/Never,Adults,55051.304863676,2384.10063766611,55051,2384,,FALSE,12281,"Ability to schedule a routine appointment, among adults, number of people in thousands (standard errors), by education, United States"
2021,Population,totPOP,Number of people,Socio-economic status,education,Education,All persons,Quality of Care,routine,Ability to schedule a routine appointment,Don't know/Non-response,Adults,2957.4869149389997,264.40642654847204,2957,264,,FALSE,12281,"Ability to schedule a routine appointment, among adults, number of people in thousands (standard errors), by education, United States"
2021,Population,totPOP,Number of people,Socio-economic status,education,Education,All persons,Quality of Care,routine,Ability to schedule a routine appointment,Always,Children,31181.755275939,1807.22958962804,31182,1807,,FALSE,2592,"Ability to schedule a routine appointment, among children, number of people in thousands (standard errors), by education, United States"
2021,Population,totPOP,Number of people,Socio-economic status,education,Education,All persons,Quality of Care,routine,Ability to schedule a routine appointment,Usually,Children,4843.018739638,450.405207199384,4843,450,,FALSE,2592,"Ability to schedule a routine appointment, among children, number of people in thousands (standard errors), by education, United States"
2021,Population,totPOP,Number of people,Socio-economic status,education,Education,All persons,Quality of Care,routine,Ability to schedule a routine appointment,Sometimes/Never,Children,2954.139482007,341.804832253896,2954,342,,FALSE,2592,"Ability to schedule a routine appointment, among children, number of people in thousands (standard errors), by education, United States"
2021,Population,totPOP,Number of people,Socio-economic status,education,Education,All persons,Quality of Care,routine,Ability to schedule a routine appointment,Don't know/Non-response,Children,79.332032299,35.3371376792469,79,35,*,FALSE,2592,"Ability to schedule a routine appointment, among children, number of people in thousands (standard errors), by education, United States"
2021,Population,totPOP,Number of people,Socio-economic status,education,Education,Less than high school,Quality of Care,illness,Ability to schedule an appointment for illness or injury,Always,Adults,4236.703321777,379.26670315432295,4237,379,,FALSE,848,"Ability to schedule an appointment for illness or injury, among adults, number of people in thousands (standard errors), by education, United States"
2021,Population,totPOP,Number of people,Socio-economic status,education,Education,High school,Quality of Care,illness,Ability to schedule an appointment for illness or injury,Always,Adults,10378.797599325,712.981313320083,10379,713,,FALSE,1445,"Ability to schedule an appointment for illness or injury, among adults, number of people in thousands (standard errors), by education, United States"
2021,Population,totPOP,Number of people,Socio-economic status,education,Education,Some college,Quality of Care,illness,Ability to schedule an appointment for illness or injury,Always,Adults,23444.761580575,1247.87121714969,23445,1248,,FALSE,2432,"Ability to schedule an appointment for illness or injury, among adults, number of people in thousands (standard errors), by education, United States"
2021,Population,totPOP,Number of people,Socio-economic status,education,Education,Less than high school,Quality of Care,illness,Ability to schedule an appointment for illness or injury,Usually,Adults,1860.066582653,221.638032545541,1860,222,,FALSE,848,"Ability to schedule an appointment for illness or injury, among adults, number of people in thousands (standard errors), by education, United States"
2021,Population,totPOP,Number of people,Socio-economic status,education,Education,High school,Quality of Care,illness,Ability to schedule an appointment for illness or injury,Usually,Adults,4828.342400601,437.912029922792,4828,438,,FALSE,1445,"Ability to schedule an appointment for illness or injury, among adults, number of people in thousands (standard errors), by education, United States"
2021,Population,totPOP,Number of people,Socio-economic status,education,Education,Some college,Quality of Care,illness,Ability to schedule an appointment for illness or injury,Usually,Adults,9459.542862194,605.7927638591871,9460,606,,FALSE,2432,"Ability to schedule an appointment for illness or injury, among adults, number of people in thousands (standard errors), by education, United States"
2021,Population,totPOP,Number of people,Socio-economic status,education,Education,Less than high school,Quality of Care,illness,Ability to schedule an appointment for illness or injury,Sometimes/Never,Adults,3494.378897622,397.118571585263,3494,397,,FALSE,848,"Ability to schedule an appointment for illness or injury, among adults, number of people in thousands (standard errors), by education, United States"
2021,Population,totPOP,Number of people,Socio-economic status,education,Education,High school,Quality of Care,illness,Ability to schedule an appointment for illness or injury,Sometimes/Never,Adults,5560.587513331,453.63991242934895,5561,454,,FALSE,1445,"Ability to schedule an appointment for illness or injury, among adults, number of people in thousands (standard errors), by education, United States"
2021,Population,totPOP,Number of people,Socio-economic status,education,Education,Some college,Quality of Care,illness,Ability to schedule an appointment for illness or injury,Sometimes/Never,Adults,6953.8827045689995,524.0558058135709,6954,524,,FALSE,2432,"Ability to schedule an appointment for illness or injury, among adults, number of people in thousands (standard errors), by education, United States"
2021,Population,totPOP,Number of people,Socio-economic status,education,Education,Less than high school,Quality of Care,illness,Ability to schedule an appointment for illness or injury,Don't know/Non-response,Adults,101.554116486,36.4123309313504,102,36,*,FALSE,848,"Ability to schedule an appointment for illness or injury, among adults, number of people in thousands (standard errors), by education, United States"
